order_id,customers,city,state,order_date,total_units,revenue,product_name,category_name,brand_name,store_name,sales_rep
15,Ellsworth Michael,Carmel,NY,9/1/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
15,Ellsworth Michael,Carmel,NY,9/1/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
16,Lea Key,Banning,CA,12/1/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
16,Lea Key,Banning,CA,12/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
16,Lea Key,Banning,CA,12/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
16,Lea Key,Banning,CA,12/1/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
17,Sindy Anderson,Pomona,CA,12/1/2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
17,Sindy Anderson,Pomona,CA,12/1/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
17,Sindy Anderson,Pomona,CA,12/1/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Santa Cruz Bikes,Genna Serrano
17,Sindy Anderson,Pomona,CA,12/1/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
18,Lanita Burton,Coachella,CA,14/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
18,Lanita Burton,Coachella,CA,14/1/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
18,Lanita Burton,Coachella,CA,14/1/2016,2,1499.98,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Santa Cruz Bikes,Genna Serrano
18,Lanita Burton,Coachella,CA,14/1/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Genna Serrano
18,Lanita Burton,Coachella,CA,14/1/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
19,Norine Huffman,Encino,CA,14/1/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
19,Norine Huffman,Encino,CA,14/1/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
20,Randee Pitts,Canyon Country,CA,14/1/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Santa Cruz Bikes,Mireya Copeland
20,Randee Pitts,Canyon Country,CA,14/1/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
21,Neoma Daugherty,Mount Vernon,NY,15/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
21,Neoma Daugherty,Mount Vernon,NY,15/1/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
21,Neoma Daugherty,Mount Vernon,NY,15/1/2016,1,1549,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
22,Tangela Hurley,Campbell,CA,16/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
22,Tangela Hurley,Campbell,CA,16/1/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
23,Drucilla Gilliam,Santa Clara,CA,16/1/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
23,Drucilla Gilliam,Santa Clara,CA,16/1/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
23,Drucilla Gilliam,Santa Clara,CA,16/1/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Mireya Copeland
24,Ashton Lott,Floral Park,NY,18/1/2016,2,898,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
24,Ashton Lott,Floral Park,NY,18/1/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
25,Sam Lester,Baldwin,NY,18/1/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
25,Sam Lester,Baldwin,NY,18/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
25,Sam Lester,Baldwin,NY,18/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
25,Sam Lester,Baldwin,NY,18/1/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
25,Sam Lester,Baldwin,NY,18/1/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
26,Jackeline Colon,Wappingers Falls,NY,18/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
26,Jackeline Colon,Wappingers Falls,NY,18/1/2016,1,549.99,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
26,Jackeline Colon,Wappingers Falls,NY,18/1/2016,1,749.99,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,Baldwin Bikes,Venita Daniel
26,Jackeline Colon,Wappingers Falls,NY,18/1/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
27,Pamala Henry,Bronx,NY,19/1/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
27,Pamala Henry,Bronx,NY,19/1/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
27,Pamala Henry,Bronx,NY,19/1/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
27,Pamala Henry,Bronx,NY,19/1/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
28,Eleni Gordon,Richmond Hill,NY,19/1/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
28,Eleni Gordon,Richmond Hill,NY,19/1/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
28,Eleni Gordon,Richmond Hill,NY,19/1/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
28,Eleni Gordon,Richmond Hill,NY,19/1/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
29,Laureen Barry,Orchard Park,NY,20/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
29,Laureen Barry,Orchard Park,NY,20/1/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
29,Laureen Barry,Orchard Park,NY,20/1/2016,2,1099.98,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
29,Laureen Barry,Orchard Park,NY,20/1/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
29,Laureen Barry,Orchard Park,NY,20/1/2016,1,1799.99,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
30,Yvone Guerrero,Merrick,NY,20/1/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
30,Yvone Guerrero,Merrick,NY,20/1/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
30,Yvone Guerrero,Merrick,NY,20/1/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
30,Yvone Guerrero,Merrick,NY,20/1/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
30,Yvone Guerrero,Merrick,NY,20/1/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
31,Edgar Quinn,Harlingen,TX,20/1/2016,2,3361.98,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Rowlett Bikes,Kali Vargas
31,Edgar Quinn,Harlingen,TX,20/1/2016,2,5999.98,Trek Conduit+ - 2016,Electric Bikes,Trek,Rowlett Bikes,Kali Vargas
32,Kimbery Nieves,San Carlos,CA,21/1/2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
32,Kimbery Nieves,San Carlos,CA,21/1/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Genna Serrano
32,Kimbery Nieves,San Carlos,CA,21/1/2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
33,Verona O'neill,Selden,NY,21/1/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
33,Verona O'neill,Selden,NY,21/1/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
34,Sarai Mckee,Buffalo,NY,22/1/2016,2,858,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
34,Sarai Mckee,Buffalo,NY,22/1/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Marcelene Boyer
34,Sarai Mckee,Buffalo,NY,22/1/2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
35,Neville Mcclain,West Hempstead,NY,22/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
35,Neville Mcclain,West Hempstead,NY,22/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
35,Neville Mcclain,West Hempstead,NY,22/1/2016,2,1199.98,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
35,Neville Mcclain,West Hempstead,NY,22/1/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
35,Neville Mcclain,West Hempstead,NY,22/1/2016,1,449,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
36,Shantel Gregory,West Islip,NY,23/1/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
36,Shantel Gregory,West Islip,NY,23/1/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Marcelene Boyer
36,Shantel Gregory,West Islip,NY,23/1/2016,1,2999.99,Trek Conduit+ - 2016,Electric Bikes,Trek,Baldwin Bikes,Marcelene Boyer
37,Tomika Larson,Woodside,NY,25/1/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
38,Lashandra Turner,Long Beach,NY,25/1/2016,1,299.99,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
38,Lashandra Turner,Long Beach,NY,25/1/2016,1,549.99,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
38,Lashandra Turner,Long Beach,NY,25/1/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
38,Lashandra Turner,Long Beach,NY,25/1/2016,2,3098,Surly Straggler - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
38,Lashandra Turner,Long Beach,NY,25/1/2016,2,7999.98,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
39,Travis Whitley,Saint Albans,NY,25/1/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
39,Travis Whitley,Saint Albans,NY,25/1/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
39,Travis Whitley,Saint Albans,NY,25/1/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
39,Travis Whitley,Saint Albans,NY,25/1/2016,2,1999.98,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
40,Darren Witt,Coachella,CA,27/1/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Santa Cruz Bikes,Genna Serrano
40,Darren Witt,Coachella,CA,27/1/2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Santa Cruz Bikes,Genna Serrano
41,Ingeborg Ellison,Ithaca,NY,27/1/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
41,Ingeborg Ellison,Ithaca,NY,27/1/2016,1,1320.99,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Marcelene Boyer
41,Ingeborg Ellison,Ithaca,NY,27/1/2016,2,898,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Marcelene Boyer
42,Corene Swanson,Rego Park,NY,27/1/2016,1,449,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
43,Elana Miles,Liverpool,NY,27/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
43,Elana Miles,Liverpool,NY,27/1/2016,2,1099.98,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
44,Olympia Figueroa,Hopewell Junction,NY,28/1/2016,1,599.99,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
44,Olympia Figueroa,Hopewell Junction,NY,28/1/2016,1,3999.99,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
45,Carissa Cross,Huntington Station,NY,28/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
45,Carissa Cross,Huntington Station,NY,28/1/2016,1,269.99,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Venita Daniel
45,Carissa Cross,Huntington Station,NY,28/1/2016,2,5799.98,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
46,Eldridge Greer,Central Islip,NY,29/1/2016,1,429,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,Baldwin Bikes,Venita Daniel
47,Joshua Berg,Ossining,NY,29/1/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
47,Joshua Berg,Ossining,NY,29/1/2016,1,529.99,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
47,Joshua Berg,Ossining,NY,29/1/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
47,Joshua Berg,Ossining,NY,29/1/2016,1,469.99,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
48,Josephine Dale,Baldwinsville,NY,30/1/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
48,Josephine Dale,Baldwinsville,NY,30/1/2016,2,2641.98,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,Baldwin Bikes,Venita Daniel
48,Josephine Dale,Baldwinsville,NY,30/1/2016,1,1680.99,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,Baldwin Bikes,Venita Daniel
48,Josephine Dale,Baldwinsville,NY,30/1/2016,1,2899.99,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,Baldwin Bikes,Venita Daniel
49,Taisha Vang,Shirley,NY,31/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
50,Silas Tate,Corpus Christi,TX,31/1/2016,2,539.98,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Rowlett Bikes,Kali Vargas
50,Silas Tate,Corpus Christi,TX,31/1/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Rowlett Bikes,Kali Vargas
50,Silas Tate,Corpus Christi,TX,31/1/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Rowlett Bikes,Kali Vargas
51,Jamaal Baker,Elmhurst,NY,1/2/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
51,Jamaal Baker,Elmhurst,NY,1/2/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
51,Jamaal Baker,Elmhurst,NY,1/2/2016,1,599.99,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Venita Daniel
52,Twana Arnold,Anaheim,CA,3/2/2016,1,499.99,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Santa Cruz Bikes,Mireya Copeland
53,Margit Osborn,Plainview,NY,3/2/2016,2,539.98,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
53,Margit Osborn,Plainview,NY,3/2/2016,2,599.98,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
53,Margit Osborn,Plainview,NY,3/2/2016,2,999.98,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
53,Margit Osborn,Plainview,NY,3/2/2016,2,3599.98,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,Baldwin Bikes,Marcelene Boyer
54,Inge Olsen,Long Beach,NY,4/2/2016,2,1199.98,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,Baldwin Bikes,Venita Daniel
54,Inge Olsen,Long Beach,NY,4/2/2016,1,999.99,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,Baldwin Bikes,Venita Daniel
55,Chanel May,Garden City,NY,4/2/2016,1,269.99,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
55,Chanel May,Garden City,NY,4/2/2016,2,1059.98,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,Baldwin Bikes,Marcelene Boyer
